category,description,estimatedTime,imageName,ingredients,procedure,subcategory,title,times,isFavorite
regional,Get a taste of The Big Easy with this New Orleans-inspired Andouille Sausage Jambalaya. This Andouille Sausage Jambalaya is packed with flavor.,70.0,Andouille Sausage Jambalaya.jpg,"3 Tbsp. flour, 2 tsp. dried thyme leaves, 1/4 tsp. each ground red pepper (cayenne) and black pepper, 8 bone-in chicken thighs (2-1/2 lb.), skinned, 1 Tbsp. oil, 1 large onion, chopped, 1 large green pepper, chopped, 4 cloves garlic, minced, 1 can (28 oz.) fire-roasted diced tomatoes, undrained, ""1/2 cup BULLS-EYE Texas Style Barbecue Sauce"", 1 pkg. (9 oz.) fully cooked andouille sausage, sliced, 3 cups fat-free reduced-sodium chicken broth, 1-1/2 cups long-grain white rice, uncooked, 1/2 lb. uncooked deveined peeled large shrimp, 1/4 cup minced fresh parsley","3 Tbsp. flour, 2 tsp. dried thyme leaves, 1/4 tsp. each ground red pepper (cayenne) and black pepper, 8 bone-in chicken thighs (2-1/2 lb.), skinned, 1 Tbsp. oil, 1 large onion, chopped, 1 large green pepper, chopped, 4 cloves garlic, minced, 1 can (28 oz.) fire-roasted diced tomatoes, undrained, ""1/2 cup BULLS-EYE Texas Style Barbecue Sauce"", 1 pkg. (9 oz.) fully cooked andouille sausage, sliced, 3 cups fat-free reduced-sodium chicken broth, 1-1/2 cups long-grain white rice, uncooked, 1/2 lb. uncooked deveined peeled large shrimp, 1/4 cup minced fresh parsley",Cajun Recipes,Andouille Sausage Jambalaya,"3 Tbsp. flour, 2 tsp. dried thyme leaves, 1/4 tsp. each ground red pepper (cayenne) and black pepper, 8 bone-in chicken thighs (2-1/2 lb.), skinned, 1 Tbsp. oil, 1 large onion, chopped, 1 large green pepper, chopped, 4 cloves garlic, minced, 1 can (28 oz.) fire-roasted diced tomatoes, undrained, ""1/2 cup BULLS-EYE Texas Style Barbecue Sauce"", 1 pkg. (9 oz.) fully cooked andouille sausage, sliced, 3 cups fat-free reduced-sodium chicken broth, 1-1/2 cups long-grain white rice, uncooked, 1/2 lb. uncooked deveined peeled large shrimp, 1/4 cup minced fresh parsley",False
regional,"Enjoy our easy-to-make Cajun Pasta Skillet today with bite-size pieces of chicken tossed together with Cajun seasoning, sausage, peppers and onions.",25.0,Cajun Pasta Skillet.jpg,"1 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 Tbsp. Cajun seasoning, divided, 1 tub (8 oz.) PHILADELPHIA Cream Cheese Spread, 1/4 cup plus 2 Tbsp. milk, divided, 1/2 lb. smoked sausage, 2 tsp. oil, 1 cup each halved green and red pepper strips, 1 onion, slivered, 3 cups hot cooked penne pasta","1 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 Tbsp. Cajun seasoning, divided, 1 tub (8 oz.) PHILADELPHIA Cream Cheese Spread, 1/4 cup plus 2 Tbsp. milk, divided, 1/2 lb. smoked sausage, 2 tsp. oil, 1 cup each halved green and red pepper strips, 1 onion, slivered, 3 cups hot cooked penne pasta",Cajun Recipes,Cajun Pasta Skillet,"1 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 Tbsp. Cajun seasoning, divided, 1 tub (8 oz.) PHILADELPHIA Cream Cheese Spread, 1/4 cup plus 2 Tbsp. milk, divided, 1/2 lb. smoked sausage, 2 tsp. oil, 1 cup each halved green and red pepper strips, 1 onion, slivered, 3 cups hot cooked penne pasta",False
regional,"See why this olive-studded New Orleans Muffuletta sandwich is a must-try for any fan of salami, ham and cheese. This New Orleans Muffuletta has it all.",135.0,New Orleans Muffuletta.jpg,"1/3 cup finely chopped black olives, 3 Tbsp. finely chopped pimento-stuffed green olives, 1 stalk celery, finely chopped, 1 clove garlic, minced, 3 Tbsp. KRAFT Zesty Italian Dressing, 1 round Italian bread loaf (10 inch), 4 slices OSCAR MAYER Cotto Salami, 20 slices OSCAR MAYER Deli Fresh Smoked Ham, 4 KRAFT Slim Cut Mozzarella Cheese Slice s","1/3 cup finely chopped black olives, 3 Tbsp. finely chopped pimento-stuffed green olives, 1 stalk celery, finely chopped, 1 clove garlic, minced, 3 Tbsp. KRAFT Zesty Italian Dressing, 1 round Italian bread loaf (10 inch), 4 slices OSCAR MAYER Cotto Salami, 20 slices OSCAR MAYER Deli Fresh Smoked Ham, 4 KRAFT Slim Cut Mozzarella Cheese Slice s",Cajun Recipes,New Orleans Muffuletta,"1/3 cup finely chopped black olives, 3 Tbsp. finely chopped pimento-stuffed green olives, 1 stalk celery, finely chopped, 1 clove garlic, minced, 3 Tbsp. KRAFT Zesty Italian Dressing, 1 round Italian bread loaf (10 inch), 4 slices OSCAR MAYER Cotto Salami, 20 slices OSCAR MAYER Deli Fresh Smoked Ham, 4 KRAFT Slim Cut Mozzarella Cheese Slice s",False
regional,"Shrimp dishes generally are quick to make, so it may not surprise you that this one is, too. What may surprise you is just how quick.",10.0,Quick Creole Shrimp.jpg,"3/4 lb. frozen uncooked cleaned large shrimp, thawed, 1 Tbsp. Cajun seasoning, 2 cloves garlic, minced, 1/4 cup KRAFT Zesty Italian Dressing, 1 Tbsp. chopped fresh parsley","3/4 lb. frozen uncooked cleaned large shrimp, thawed, 1 Tbsp. Cajun seasoning, 2 cloves garlic, minced, 1/4 cup KRAFT Zesty Italian Dressing, 1 Tbsp. chopped fresh parsley",Cajun Recipes,Quick Creole Shrimp,"3/4 lb. frozen uncooked cleaned large shrimp, thawed, 1 Tbsp. Cajun seasoning, 2 cloves garlic, minced, 1/4 cup KRAFT Zesty Italian Dressing, 1 Tbsp. chopped fresh parsley",True
regional,"Try our quick and easy Fiesta Shrimp Creole recipe, ready in 15 minutes! The key to this delish shrimp creole dish's spicy flavor is a jar of chunky salsa.",45.0,Fiesta Shrimp Creole.jpg,"2 Tbsp. oil, 2 Tbsp. flour, 1 small green pepper, chopped, 2 stalks celery, chopped, 2 cloves garlic, minced, 1 jar (16 oz.) TACO BELL® Thick & Chunky Salsa, 1 can (8 oz.) tomato sauce, 1-1/2 lb. cleaned shrimp, 3 cups cooked long-grain white rice","2 Tbsp. oil, 2 Tbsp. flour, 1 small green pepper, chopped, 2 stalks celery, chopped, 2 cloves garlic, minced, 1 jar (16 oz.) TACO BELL® Thick & Chunky Salsa, 1 can (8 oz.) tomato sauce, 1-1/2 lb. cleaned shrimp, 3 cups cooked long-grain white rice",Cajun Recipes,Fiesta Shrimp Creole,"2 Tbsp. oil, 2 Tbsp. flour, 1 small green pepper, chopped, 2 stalks celery, chopped, 2 cloves garlic, minced, 1 jar (16 oz.) TACO BELL® Thick & Chunky Salsa, 1 can (8 oz.) tomato sauce, 1-1/2 lb. cleaned shrimp, 3 cups cooked long-grain white rice",False
regional,Learn how to make Bart's Crab Cake Recipe. Use an entire pound of crabmeat in this crab cake recipe to ensure all eight people get their fair share.,25.0,Bart's Crab Cake Recipe.jpg,"4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened, 3/4 cup KRAFT Real Mayo Mayonnaise, divided, 2 egg s, 1 Tbsp. lime juice, 1 lb. lump crabmeat, drained, flaked, 30 saltine crackers, crushed, 1 small each red, yellow and green pepper, finely chopped, 1 small onion, finely chopped, 1 Tbsp. butter, 1 Tbsp. oil, 2 tsp. GREY POUPON Dijon Mustard","4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened, 3/4 cup KRAFT Real Mayo Mayonnaise, divided, 2 egg s, 1 Tbsp. lime juice, 1 lb. lump crabmeat, drained, flaked, 30 saltine crackers, crushed, 1 small each red, yellow and green pepper, finely chopped, 1 small onion, finely chopped, 1 Tbsp. butter, 1 Tbsp. oil, 2 tsp. GREY POUPON Dijon Mustard",Cajun Recipes,Bart's Crab Cake Recipe,"4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened, 3/4 cup KRAFT Real Mayo Mayonnaise, divided, 2 egg s, 1 Tbsp. lime juice, 1 lb. lump crabmeat, drained, flaked, 30 saltine crackers, crushed, 1 small each red, yellow and green pepper, finely chopped, 1 small onion, finely chopped, 1 Tbsp. butter, 1 Tbsp. oil, 2 tsp. GREY POUPON Dijon Mustard",False
regional,Enjoy great Creole taste at home with our Easy Cajun-Shrimp Pasta for Two. Our Easy Cajun-Shrimp Pasta for Two is a spicy sensation you're sure to love!,20.0,Easy Cajun-Shrimp Pasta for Two.jpg,"1 cup campanelle pasta, uncooked, 6 oz. uncooked medium shrimp, peeled, deveined, 1/2 tsp. Cajun seasoning, divided, 2 oz. (1/4 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened, 3 Tbsp. milk, 3/4 cup chopped green peppers, 4 oz. andouille sausage, cut lengthwise in half, then sliced crosswise, 3/4 cup frozen corn","1 cup campanelle pasta, uncooked, 6 oz. uncooked medium shrimp, peeled, deveined, 1/2 tsp. Cajun seasoning, divided, 2 oz. (1/4 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened, 3 Tbsp. milk, 3/4 cup chopped green peppers, 4 oz. andouille sausage, cut lengthwise in half, then sliced crosswise, 3/4 cup frozen corn",Cajun Recipes,Easy Cajun-Shrimp Pasta for Two,"1 cup campanelle pasta, uncooked, 6 oz. uncooked medium shrimp, peeled, deveined, 1/2 tsp. Cajun seasoning, divided, 2 oz. (1/4 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened, 3 Tbsp. milk, 3/4 cup chopped green peppers, 4 oz. andouille sausage, cut lengthwise in half, then sliced crosswise, 3/4 cup frozen corn",True
regional,"Meet your new fave sandwich with the Cajun Chicken Melt recipe. Cajun-spiced chicken breast, pepperoncini and more make up this Cajun Chicken Melt Recipe.",10.0,Cajun Chicken Melt Recipe.jpg,"2 slices Italian bread, 1-1/2 tsp. KRAFT Real Mayo Mayonnaise, 4 slices OSCAR MAYER Deli Fresh Bold Cajun Style Chicken Breast, 3 roasted red pepper strips, 1 small pepperoncini pepper, stemmed, sliced, 1 KRAFT Singles, 2 tsp. olive oil","2 slices Italian bread, 1-1/2 tsp. KRAFT Real Mayo Mayonnaise, 4 slices OSCAR MAYER Deli Fresh Bold Cajun Style Chicken Breast, 3 roasted red pepper strips, 1 small pepperoncini pepper, stemmed, sliced, 1 KRAFT Singles, 2 tsp. olive oil",Cajun Recipes,Cajun Chicken Melt Recipe,"2 slices Italian bread, 1-1/2 tsp. KRAFT Real Mayo Mayonnaise, 4 slices OSCAR MAYER Deli Fresh Bold Cajun Style Chicken Breast, 3 roasted red pepper strips, 1 small pepperoncini pepper, stemmed, sliced, 1 KRAFT Singles, 2 tsp. olive oil",False
regional,Delight the whole family with this flavorful Black-Eyed Peas recipe. Lower sodium bacon helps make this black-eyed peas dish a Healthy Living recipe.,80.0,Black-Eyed Peas Recipe.jpg,"4 slices OSCAR MAYER Lower Sodium Bacon, cut up, 1/2 tsp. crushed red pepper, 1 pkg. (1 lb.) dried black-eyed peas, soaked overnight, drained, 1 qt. (4 cups) water, 1/2 tsp. salt, 1 Tbsp. flour","4 slices OSCAR MAYER Lower Sodium Bacon, cut up, 1/2 tsp. crushed red pepper, 1 pkg. (1 lb.) dried black-eyed peas, soaked overnight, drained, 1 qt. (4 cups) water, 1/2 tsp. salt, 1 Tbsp. flour",Cajun Recipes,Black-Eyed Peas Recipe,"4 slices OSCAR MAYER Lower Sodium Bacon, cut up, 1/2 tsp. crushed red pepper, 1 pkg. (1 lb.) dried black-eyed peas, soaked overnight, drained, 1 qt. (4 cups) water, 1/2 tsp. salt, 1 Tbsp. flour",False
regional,Hot pepper sauce and Cajun seasoning put the heat in these party-perfect deviled eggs. Sprinkle with chopped fresh thyme for a photo-perfect finish.,10.0,Cajun Deviled Eggs.jpg,"8 hard-cooked egg s, cut lengthwise in half, 1/4 cup MIRACLE WHIP Dressing, 1/4 cup PHILADELPHIA Cream Cheese Spread, 1 Tbsp. CLAUSSEN Sweet Pickle Relish, 1/2 tsp. hot pepper sauce, 1/4 tsp. Cajun seasoning, 1/4 tsp. chopped fresh thyme","8 hard-cooked egg s, cut lengthwise in half, 1/4 cup MIRACLE WHIP Dressing, 1/4 cup PHILADELPHIA Cream Cheese Spread, 1 Tbsp. CLAUSSEN Sweet Pickle Relish, 1/2 tsp. hot pepper sauce, 1/4 tsp. Cajun seasoning, 1/4 tsp. chopped fresh thyme",Cajun Recipes,Cajun Deviled Eggs,"8 hard-cooked egg s, cut lengthwise in half, 1/4 cup MIRACLE WHIP Dressing, 1/4 cup PHILADELPHIA Cream Cheese Spread, 1 Tbsp. CLAUSSEN Sweet Pickle Relish, 1/2 tsp. hot pepper sauce, 1/4 tsp. Cajun seasoning, 1/4 tsp. chopped fresh thyme",False
regional,,20.0,Crab Cake Sandwich.jpg,"16 ounce(s) fresh jumbo lump crab meat, 1 whole(s) egg, 1/2 cup(s) KRAFT Real Mayo Mayonnaise, 1/2 cup(s) Italian bread crumbs, 1 teaspoon(s) Old Bay Seasoning, 1/2 teaspoon(s) fines herbs, 1/8 teaspoon(s) garlic powder, 1/2 teaspoon(s) dijon mustard, 1 teaspoon(s) Worcestershire sauce, 2 tablespoon(s) unsalted butter","16 ounce(s) fresh jumbo lump crab meat, 1 whole(s) egg, 1/2 cup(s) KRAFT Real Mayo Mayonnaise, 1/2 cup(s) Italian bread crumbs, 1 teaspoon(s) Old Bay Seasoning, 1/2 teaspoon(s) fines herbs, 1/8 teaspoon(s) garlic powder, 1/2 teaspoon(s) dijon mustard, 1 teaspoon(s) Worcestershire sauce, 2 tablespoon(s) unsalted butter",Cajun Recipes,Crab Cake Sandwich,"16 ounce(s) fresh jumbo lump crab meat, 1 whole(s) egg, 1/2 cup(s) KRAFT Real Mayo Mayonnaise, 1/2 cup(s) Italian bread crumbs, 1 teaspoon(s) Old Bay Seasoning, 1/2 teaspoon(s) fines herbs, 1/8 teaspoon(s) garlic powder, 1/2 teaspoon(s) dijon mustard, 1 teaspoon(s) Worcestershire sauce, 2 tablespoon(s) unsalted butter",False
regional,Start with a ready-made rice and bean meal to make this Easy Jambalaya Recipe in a snap! This is Cajun country cuisine that is simple to master.,30.0,Easy Jambalaya Recipe.jpg,"2 pkg. (9 oz. each) WEIGHT WATCHERS SMART ONES Santa Fe Rice & Beans, 1 tsp. canola oil, 6 oz. boneless skinless chicken breasts, cut into bite-size pieces, 3 oz. OSCAR MAYER Natural Uncured Turkey Sausage, chopped, 1 each green and red bell pepper, chopped, 1 onion, chopped, 1 stalk celery, chopped, 1 clove garlic, minced, 1 tomato, seeded, chopped, 1 Tbsp. LEA & PERRINS Worcestershire Sauce, 1 tsp. TACO BELL® Hot Sauce, 1/2 tsp. dried thyme leaves, 1/2 tsp. ground red pepper (cayenne), 1/4 tsp. ground black pepper","2 pkg. (9 oz. each) WEIGHT WATCHERS SMART ONES Santa Fe Rice & Beans, 1 tsp. canola oil, 6 oz. boneless skinless chicken breasts, cut into bite-size pieces, 3 oz. OSCAR MAYER Natural Uncured Turkey Sausage, chopped, 1 each green and red bell pepper, chopped, 1 onion, chopped, 1 stalk celery, chopped, 1 clove garlic, minced, 1 tomato, seeded, chopped, 1 Tbsp. LEA & PERRINS Worcestershire Sauce, 1 tsp. TACO BELL® Hot Sauce, 1/2 tsp. dried thyme leaves, 1/2 tsp. ground red pepper (cayenne), 1/4 tsp. ground black pepper",Cajun Recipes,Easy Jambalaya Recipe,"2 pkg. (9 oz. each) WEIGHT WATCHERS SMART ONES Santa Fe Rice & Beans, 1 tsp. canola oil, 6 oz. boneless skinless chicken breasts, cut into bite-size pieces, 3 oz. OSCAR MAYER Natural Uncured Turkey Sausage, chopped, 1 each green and red bell pepper, chopped, 1 onion, chopped, 1 stalk celery, chopped, 1 clove garlic, minced, 1 tomato, seeded, chopped, 1 Tbsp. LEA & PERRINS Worcestershire Sauce, 1 tsp. TACO BELL® Hot Sauce, 1/2 tsp. dried thyme leaves, 1/2 tsp. ground red pepper (cayenne), 1/4 tsp. ground black pepper",True
regional,Make them feel as if they're in the middle of the French Quarter with delicious New Orleans-Style Barbecue Shrimp. Five simple ingredients are all you need for this flavorful New Orleans-Style Barbecue Shrimp recipe.,10.0,New Orleans-Style Barbecue Shrimp.jpg,"1/3 cup KRAFT Sun Dried Tomato Vinaigrette Dressing, 1 tsp. Cajun seasoning, 1 tsp. LEA & PERRINS Worcestershire Sauce, 2 cloves garlic, minced, 1 lb. fresh or thawed frozen uncooked cleaned large shrimp","1/3 cup KRAFT Sun Dried Tomato Vinaigrette Dressing, 1 tsp. Cajun seasoning, 1 tsp. LEA & PERRINS Worcestershire Sauce, 2 cloves garlic, minced, 1 lb. fresh or thawed frozen uncooked cleaned large shrimp",Cajun Recipes,New Orleans-Style Barbecue Shrimp,"1/3 cup KRAFT Sun Dried Tomato Vinaigrette Dressing, 1 tsp. Cajun seasoning, 1 tsp. LEA & PERRINS Worcestershire Sauce, 2 cloves garlic, minced, 1 lb. fresh or thawed frozen uncooked cleaned large shrimp",False
regional,Try our Sausage Po' Boy Recipe when you need a quick dish sure to impress. Our Sausage Po' Boy Recipe includes a crusty baguette and Cajun-spiced mayo.,15.0,Sausage Po' Boy Recipe.jpg,"1 pkg. (13 oz.) OSCAR MAYER Natural Uncured Roasted Peppers & Onions Sausage, 1/3 cup KRAFT Mayo with Olive Oil Reduced Fat Mayonnaise, 1 tsp. Cajun seasoning, 1 French bread baguette (10 oz.), cut into 6 pieces, 2 plum tomatoes, each cut into 6 slices, 3 cups loosely packed shredded romaine lettuce","1 pkg. (13 oz.) OSCAR MAYER Natural Uncured Roasted Peppers & Onions Sausage, 1/3 cup KRAFT Mayo with Olive Oil Reduced Fat Mayonnaise, 1 tsp. Cajun seasoning, 1 French bread baguette (10 oz.), cut into 6 pieces, 2 plum tomatoes, each cut into 6 slices, 3 cups loosely packed shredded romaine lettuce",Cajun Recipes,Sausage Po' Boy Recipe,"1 pkg. (13 oz.) OSCAR MAYER Natural Uncured Roasted Peppers & Onions Sausage, 1/3 cup KRAFT Mayo with Olive Oil Reduced Fat Mayonnaise, 1 tsp. Cajun seasoning, 1 French bread baguette (10 oz.), cut into 6 pieces, 2 plum tomatoes, each cut into 6 slices, 3 cups loosely packed shredded romaine lettuce",False
regional,"Give your French fries some zip with Seasoned Ketchup. Our Seasoned Ketchup recipe features Cajun seasoning, chipotle chile pepper powder and sweet relish.",5.0,Seasoned Ketchup.jpg,"1 cup HEINZ Tomato Ketchup, 1 Tbsp. HEINZ Sweet Relish, 1/2 tsp. chipotle chile pepper powder, 1/2 tsp. Cajun seasoning","1 cup HEINZ Tomato Ketchup, 1 Tbsp. HEINZ Sweet Relish, 1/2 tsp. chipotle chile pepper powder, 1/2 tsp. Cajun seasoning",Cajun Recipes,Seasoned Ketchup,"1 cup HEINZ Tomato Ketchup, 1 Tbsp. HEINZ Sweet Relish, 1/2 tsp. chipotle chile pepper powder, 1/2 tsp. Cajun seasoning",False
regional,"Give your cooking some Creole flavor with our Slow-Cooker Cheesy Jambalaya Dip. Our Slow-Cooker Cheesy Jambalaya Dip recipe includes red and green peppers, andouille sausage and zesty Cajun seasoning.",130.0,Slow-Cooker Cheesy Jambalaya Dip.jpg,"1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes, ""1/2 cup BREAKSTONES or KNUDSEN Sour Cream"", 6 oz. andouille sausage, chopped, 1/2 cup each chopped green and red peppers, 1/2 cup chopped onions, 1 plum tomato, chopped, 2 tsp. Cajun seasoning","1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes, ""1/2 cup BREAKSTONES or KNUDSEN Sour Cream"", 6 oz. andouille sausage, chopped, 1/2 cup each chopped green and red peppers, 1/2 cup chopped onions, 1 plum tomato, chopped, 2 tsp. Cajun seasoning",Cajun Recipes,Slow-Cooker Cheesy Jambalaya Dip,"1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes, ""1/2 cup BREAKSTONES or KNUDSEN Sour Cream"", 6 oz. andouille sausage, chopped, 1/2 cup each chopped green and red peppers, 1/2 cup chopped onions, 1 plum tomato, chopped, 2 tsp. Cajun seasoning",False
regional,Add some Southern comfort to the table with our VELVEETA® Easy Creamy Grits Recipe. Our VELVEETA® Easy Creamy Grits Recipe is a great dish any time of day.,1.0,VELVEETA® Easy Creamy Grits Recipe.jpg,"1 qt. (4 cups) water, 1 cup quick-cooking grits, 2 Tbsp. butter, 2 cloves garlic, minced, 1/4 tsp. Cajun seasoning, 2 eggs, 1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes","1 qt. (4 cups) water, 1 cup quick-cooking grits, 2 Tbsp. butter, 2 cloves garlic, minced, 1/4 tsp. Cajun seasoning, 2 eggs, 1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes",Cajun Recipes,VELVEETA® Easy Creamy Grits Recipe,"1 qt. (4 cups) water, 1 cup quick-cooking grits, 2 Tbsp. butter, 2 cloves garlic, minced, 1/4 tsp. Cajun seasoning, 2 eggs, 1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes",False
regional,It's always a good time when there are shrimp and pasta in the skillet. This recipe spices up the fun with Mexican chorizo and crushed red pepper.,30.0,Spicy Shrimp Pasta Skillet.jpg,"1/4 cup KRAFT Zesty Italian Dressing, divided, 1 cup chopped onion s, 7-1/2 oz. (1/2 of 15-oz. pkg) Mexican chorizo, sliced into 1-inch pieces, 1 can (14 oz.) artichoke hearts, drained, chopped, 1/2 tsp. crushed red pepper, 4 plum tomatoes, chopped, 1 cup chicken broth, 1 lb. uncooked shrimp, peeled, deveined, 8 oz. spaghetti, uncooked, 1 cup KRAFT Shredded Mozzarella Cheese, 1 Tbsp. chopped fresh parsley","1/4 cup KRAFT Zesty Italian Dressing, divided, 1 cup chopped onion s, 7-1/2 oz. (1/2 of 15-oz. pkg) Mexican chorizo, sliced into 1-inch pieces, 1 can (14 oz.) artichoke hearts, drained, chopped, 1/2 tsp. crushed red pepper, 4 plum tomatoes, chopped, 1 cup chicken broth, 1 lb. uncooked shrimp, peeled, deveined, 8 oz. spaghetti, uncooked, 1 cup KRAFT Shredded Mozzarella Cheese, 1 Tbsp. chopped fresh parsley",Cajun Recipes,Spicy Shrimp Pasta Skillet,"1/4 cup KRAFT Zesty Italian Dressing, divided, 1 cup chopped onion s, 7-1/2 oz. (1/2 of 15-oz. pkg) Mexican chorizo, sliced into 1-inch pieces, 1 can (14 oz.) artichoke hearts, drained, chopped, 1/2 tsp. crushed red pepper, 4 plum tomatoes, chopped, 1 cup chicken broth, 1 lb. uncooked shrimp, peeled, deveined, 8 oz. spaghetti, uncooked, 1 cup KRAFT Shredded Mozzarella Cheese, 1 Tbsp. chopped fresh parsley",False
regional,"Enjoy the spicy Cajun taste of our Crab Boil Recipe. Our delicious Crab Boil Recipe includes corn, potatoes, onions and shrimp, all seasoned to perfection.",40.0,Crab Boil Recipe.jpg,"1 pkg. (1 oz.) TACO BELL® Taco Seasoning Mix, 1 Tbsp. roasted ground cumin, 2 tsp. ground red pepper (cayenne), 1/4 cup HEINZ Apple Cider Vinegar, 3 ears corn on the cob, husks and silk removed, 1-1/2 lb. mixed red and white new potatoes, cut in half, 3 onions, quartered, 6 cloves garlic, peeled, 3 lb. crab legs, 2 lb. uncooked deveined large shrimp with shells and tails left on, 3 Tbsp. HEINZ Zesty Cocktail Sauce, 3 lemons, each cut into 4 wedges","1 pkg. (1 oz.) TACO BELL® Taco Seasoning Mix, 1 Tbsp. roasted ground cumin, 2 tsp. ground red pepper (cayenne), 1/4 cup HEINZ Apple Cider Vinegar, 3 ears corn on the cob, husks and silk removed, 1-1/2 lb. mixed red and white new potatoes, cut in half, 3 onions, quartered, 6 cloves garlic, peeled, 3 lb. crab legs, 2 lb. uncooked deveined large shrimp with shells and tails left on, 3 Tbsp. HEINZ Zesty Cocktail Sauce, 3 lemons, each cut into 4 wedges",Cajun Recipes,Crab Boil Recipe,"1 pkg. (1 oz.) TACO BELL® Taco Seasoning Mix, 1 Tbsp. roasted ground cumin, 2 tsp. ground red pepper (cayenne), 1/4 cup HEINZ Apple Cider Vinegar, 3 ears corn on the cob, husks and silk removed, 1-1/2 lb. mixed red and white new potatoes, cut in half, 3 onions, quartered, 6 cloves garlic, peeled, 3 lb. crab legs, 2 lb. uncooked deveined large shrimp with shells and tails left on, 3 Tbsp. HEINZ Zesty Cocktail Sauce, 3 lemons, each cut into 4 wedges",False
regional,"Make the meal simple and scrumptious with this Easy Seafood Gumbo entrée. Perfect for potlucks, family gatherings and other occasions, this Easy Seafood Gumbo is a must-have in your recipe collection.",30.0,Easy Seafood Gumbo.jpg,"1/4 cup butter, 1/4 cup flour, 1/2 cup each chopped celery, green peppers and onions, 3 cloves garlic, minced, 6-1/2 oz. (1/2 of 13-oz. pkg.) OSCAR MAYER Natural Uncured Turkey Sausage, sliced, 1 can (14-1/2 oz.) diced tomatoes, drained, 1 can (14-1/2 oz.) fat-free reduced-sodium chicken broth, 2 tsp. LEA & PERRINS Worcestershire Sauce, 1/2 tsp. Cajun seasoning, 1 lb. uncooked deveined peeled medium shrimp, 3 cups hot cooked long-grain white rice","1/4 cup butter, 1/4 cup flour, 1/2 cup each chopped celery, green peppers and onions, 3 cloves garlic, minced, 6-1/2 oz. (1/2 of 13-oz. pkg.) OSCAR MAYER Natural Uncured Turkey Sausage, sliced, 1 can (14-1/2 oz.) diced tomatoes, drained, 1 can (14-1/2 oz.) fat-free reduced-sodium chicken broth, 2 tsp. LEA & PERRINS Worcestershire Sauce, 1/2 tsp. Cajun seasoning, 1 lb. uncooked deveined peeled medium shrimp, 3 cups hot cooked long-grain white rice",Cajun Recipes,Easy Seafood Gumbo,"1/4 cup butter, 1/4 cup flour, 1/2 cup each chopped celery, green peppers and onions, 3 cloves garlic, minced, 6-1/2 oz. (1/2 of 13-oz. pkg.) OSCAR MAYER Natural Uncured Turkey Sausage, sliced, 1 can (14-1/2 oz.) diced tomatoes, drained, 1 can (14-1/2 oz.) fat-free reduced-sodium chicken broth, 2 tsp. LEA & PERRINS Worcestershire Sauce, 1/2 tsp. Cajun seasoning, 1 lb. uncooked deveined peeled medium shrimp, 3 cups hot cooked long-grain white rice",True
regional,"Cook up something Cajun today using our Spicy Grilled Tilapia with Garden Remoulade recipe. Top freshly grilled filets with a spicy, creamy, tasty blend.",50.0,Spicy Grilled Tilapia with Garden Remoulade.jpg,"1/4 cup oil, 1 Tbsp. Creole seasoning, 1 Tbsp. hot pepper sauce, 8 tilapia fillets (2 lb.), 1/2 cup chopped tomato es, 1/2 cup chopped cucumber s, 1/4 cup finely chopped red onion s, 2 Tbsp. chopped fresh parsley, 1/3 cup KRAFT Mayo Chipotle Flavored Reduced Fat Mayonnaise, ""1/4 cup BREAKSTONES or KNUDSEN Sour Cream""","1/4 cup oil, 1 Tbsp. Creole seasoning, 1 Tbsp. hot pepper sauce, 8 tilapia fillets (2 lb.), 1/2 cup chopped tomato es, 1/2 cup chopped cucumber s, 1/4 cup finely chopped red onion s, 2 Tbsp. chopped fresh parsley, 1/3 cup KRAFT Mayo Chipotle Flavored Reduced Fat Mayonnaise, ""1/4 cup BREAKSTONES or KNUDSEN Sour Cream""",Cajun Recipes,Spicy Grilled Tilapia with Garden Remoulade,"1/4 cup oil, 1 Tbsp. Creole seasoning, 1 Tbsp. hot pepper sauce, 8 tilapia fillets (2 lb.), 1/2 cup chopped tomato es, 1/2 cup chopped cucumber s, 1/4 cup finely chopped red onion s, 2 Tbsp. chopped fresh parsley, 1/3 cup KRAFT Mayo Chipotle Flavored Reduced Fat Mayonnaise, ""1/4 cup BREAKSTONES or KNUDSEN Sour Cream""",False
